prop_no,parcel_id,owner_name,legal_description,subdivision,address,city,zip_code,land_sqft,property_type,minimum_bid,resale_costs_fees,notes,page_number,source_notes
124,08650-93-01-01310,Unknown,E1/2 N1/2 LT 1 BLK 15,CLARLAND ACRES,8548 E 5 PL S,CITY OF TULSA,,"23,409",R IMP,"8,903.10",332.25,,18,"PDF page 18, property #124"
125,08675-93-01-02070,Unknown,LT 7 BLK 22,CLARLAND ACRES B17-19 & PRT B21-22,529 S 90 AV E,CITY OF TULSA,,"17,670",R HS IMP,"7,105.95",442.50,,19,"PDF page 19, property #125"
126,08700-93-01-02380,Unknown,LT 27 BLK 22,CLARLAND ACRES B20-37,450 S 91 AV E,CITY OF TULSA,,"10,400",R HS IMP,"2,993.75",316.50,,19,"PDF page 19, property #126"
127,08875-03-19-03540,Unknown,LT 12 BLK 3,CLIFF VIEW ADDN,2624 N QUINCY AV E,CITY OF TULSA,,"7,000",R IMP,"2,177.11",316.50,,19,"PDF page 19, property #127"
128,09000-92-27-06570,Unknown,LT 10 BLK 1,CLINTON HOME ADDN,2111 W 41 PL S,CITY OF TULSA,,"7,000",R IMP,"4,666.86",348.00,,19,"PDF page 19, property #128"
129,09000-92-27-06930,Unknown,LT 11 BLK 6,CLINTON HOME ADDN,2111 W 42 CT S,CITY OF TULSA,,"6,750",R IMP,"2,645.73",363.75,,19,"PDF page 19, property #129"
130,09175-93-05-05710,Unknown,LT 8 BLK 9 & N61 W/2 LT 3 BLK 8 HIGHLANDS ADDN,COLLEGE VIEW ADDN AMD,2520 E 6 ST S,CITY OF TULSA,,"7,500",R HS IMP,"3,780.86",348.00,,19,"PDF page 19, property #130"
136,09525-93-21-04720,Unknown,LT 8 BLK 2,CONWAY PARK THIRD ADDN,3305 S TOLEDO AV E,CITY OF TULSA,,"8,296",R HS IMP,"11,586.17",348.00,,21,"PDF page 21, property #136"
137,09650-92-04-01285,Unknown,LTS 3 & 4 LYING S OF A L DESC AS BEG 12.5S OF NEC LT 1 TH SW306.5 TO A PT 243.5W OF SECR LT 4 ALL IN BLK 4,COOPER'S SUB,514 N 37 AV W,CITY OF TULSA,,"13,250",R,352.63,318.00,,21,"PDF page 21, property #137"
138,09700-03-30-07560,Unknown,LT 11  BLK 7,COOTS' ADDN,2104 N ST LOUIS AV E,CITY OF TULSA,,"7,700",R,439.95,302.25,,21,"PDF page 21, property #138"
139,09725-03-30-07610,Unknown,LT 5  BLK 1,COOTS 2ND ADDN AMD,2417 N YORKTOWN AV E,CITY OF TULSA,,"7,920",R IMP,"2,228.44",332.25,,21,"PDF page 21, property #139"
140,09725-03-30-07770,Unknown,LT 5  BLK 3,COOTS 2ND ADDN AMD,2052 E YOUNG PL N,CITY OF TULSA,,"6,441",R IMP,"2,227.77",332.25,,21,"PDF page 21, property #140"
141,09725-03-30-08040,Unknown,LT 15  BLK 4,COOTS 2ND ADDN AMD,2043 E XYLER ST N,CITY OF TULSA,,"6,105",R IMP,"3,183.01",348.00,,21,"PDF page 21, property #141"
142,09825-93-31-03860,Unknown,LT 14 BLK 7,CORONA HGTS SECOND ADDN,5741 S UTICA AV E,CITY OF TULSA,,"9,044",R IMP,"10,774.92",332.25,,22,"PDF page 22, property #142"
143,10125-94-07-01600,Unknown,LT 18 BLK 6,CRESCENT HGTS ADDN,1327 S 99 AV E,CITY OF TULSA,,"21,750",R IMP,"10,180.74",332.25,,22,"PDF page 22, property #143"
144,10175-93-02-00730,Unknown,"LTS 15, 16 & 17 BLK A",CREST VIEW ESTATES,41 S SHERIDAN RD E,CITY OF TULSA,,"18,750",C IMP,"8,557.14",316.50,,22,"PDF page 22, property #144"
145,10175-93-02-01530,Unknown,LT 11 BLK G,CREST VIEW ESTATES,444 S 66 AV E,CITY OF TULSA,,"7,000",R HS IMP,"5,366.03",316.50,,22,"PDF page 22, property #145"
146,10225-93-02-04460,Unknown,LT 19  BLK 8,3RD CRESTVIEW ESTATES,209 S 72 AV E,CITY OF TULSA,,"8,400",R IMP,"4,357.56",363.75,,22,"PDF page 22, property #146"
147,10275-92-02-00760,Unknown,LT 10  BLK 6,CROSBIE HGTS,317 S PHOENIX AV W,CITY OF TULSA,,"6,150",R IMP,"1,702.49",348.00,,22,"PDF page 22, property #147"
148,10450-03-19-50550,Unknown,LT 6 BLK 1,CUL-DE-SAC LANE ADDN,3128 N TROOST PL E,CITY OF TULSA,,"9,760",R HS IMP,"3,389.11",348.00,,22,"PDF page 22, property #148"
149,10475-92-08-00260,Unknown,LT 2 BLK 1,CUNNINGHAM ADDN,1107 S 53 AV W,CITY OF TULSA,,"7,440",R IMP,"2,558.41",363.75,,23,"PDF page 23, property #149"
150,10475-92-08-00580,Unknown,LT 7  BLK 3,CUNNINGHAM ADDN,5333 W 12 ST S,CITY OF TULSA,,"7,239",R IMP,"1,678.49",348.00,,23,"PDF page 23, property #150"
151,10475-92-08-00620,Unknown,LT 11 BLK 3,CUNNINGHAM ADDN,5353 W 12 ST S,CITY OF TULSA,,"9,576",R IMP,"2,411.09",363.75,,23,"PDF page 23, property #151"
152,10475-92-08-00680,Unknown,LT 17  BLK 3,CUNNINGHAM ADDN,1125 S 56 AV W,CITY OF TULSA,,"7,200",R IMP,"5,289.47",379.50,,23,"PDF page 23, property #152"
153,10525-03-30-08800,Unknown,S 10 LT3 CUPPS RESUB PRT L9-10 B5 CONSERVATION ACRES,SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"1,400",R,14.66,302.25,,23,"PDF page 23, property #153"
154,10675-93-15-06360,Unknown,LT-3-BLK-4 LESS W 1,DARLINGTON HILLS ADDN,5358 E 22 ST S,CITY OF TULSA,,"9,126",R IMP,"12,020.56",348.00,,23,"PDF page 23, property #154"
155,10775-03-27-00780,Unknown,LT 1 N/2 LT 2 BLK 7,DAWSON AMD (ORIGINAL TOWNSITE),2024 N KINGSTON PL E,CITY OF TULSA,,"4,875",R,197.98,333.75,,23,"PDF page 23, property #155"
156,10800-93-01-04840,Unknown,S 99 LT 1 BLK 3,DAY SUBURBAN ACRES,49 S 85 AV E,CITY OF TULSA,,"15,345",B IMP,"6,504.01",332.25,,24,"PDF page 24, property #156"
157,10800-93-01-05020,Unknown,S60 OF N389.7 LT 1 BLK 5,DAY SUBURBAN ACRES,17 S 89 AV E,CITY OF TULSA,,"9,300",R,476.61,365.25,,24,"PDF page 24, property #157"
158,11000-83-06-00270,Unknown,E25 N130 LT 12 & N130 LT 13 BLK 2 DELL ROSE PLACE RESUB L1-3 B2 L1-4 B1 KEIM,GARDENS,1394 E 66 PL S,CITY OF TULSA,,"15,690",R HS IMP,"3,946.95",395.25,,24,"PDF page 24, property #158"
159,11225-02-24-03140,Unknown,LT 20 BLK 9,DEVONSHIRE PLACE RESUB B9-13,625 E APACHE ST N,CITY OF TULSA,,"6,698",C IMP,593.94,332.25,,24,"PDF page 24, property #159"
160,11225-02-24-03490,Unknown,LT 14 BLK 11,DEVONSHIRE PLACE RESUB B9-13,643 E MOHAWK BV N,CITY OF TULSA,,"10,125",R IMP,"4,481.55",348.00,,24,"PDF page 24, property #160"
161,11275-02-24-04460,Unknown,LT 10 BLK 2 DEVONSHIRE PLACE NO  THREE RESUB B1-3 PRT B4,& ALL B5,623 E 27 PL N,CITY OF TULSA,,"6,900",R IMP,"1,952.47",332.25,,24,"PDF page 24, property #161"
162,11300-02-24-04840,Unknown,E 50 LT 12 W 10 LT 13 BLK 1,DEVONSHIRE PLACE NO 3 RESUB B1,538 E 27 CT N,CITY OF TULSA,,"7,200",R IMP,"1,697.83",363.75,,24,"PDF page 24, property #162"
163,11325-02-24-04990,Unknown,LT 4 BLK 1 DEVONSHIRE PLACE FOURTH RESUB BOULEVARD,ACRES,418 E 28 ST N,CITY OF TULSA,,"6,480",R IMP,"1,655.16",379.50,,25,"PDF page 25, property #163"
164,11325-02-24-05340,Unknown,LT 39 BLK 1 DEVONSHIRE PLACE FOURTH RESUB BOULEVARD,ACRES,343 E 27 CT N,CITY OF TULSA,,"5,795",R IMP,"1,697.31",316.50,,25,"PDF page 25, property #164"
165,11325-02-24-05380,Unknown,LT 3 BLK 2 DEVONSHIRE PLACE FOURTH RESUB BOULEVARD,ACRES,336 E 27 CT N,CITY OF TULSA,,"8,460",R HS IMP,"2,766.95",363.75,,25,"PDF page 25, property #165"
166,11325-02-24-05740,Unknown,LT 39 BLK 2 DEVONSHIRE PLACE FOURTH RESUB BOULEVARD,ACRES,341 E 27 PL N,CITY OF TULSA,,"8,700",R IMP,"2,833.24",316.50,,25,"PDF page 25, property #166"
167,11500-92-33-00290,Unknown,LT 12 BLK 1,DOCTOR CARVER,4119 W 56 PL S,CITY OF TULSA,,"6,800",R,219.97,333.75,,25,"PDF page 25, property #167"
168,11500-92-33-00300,Unknown,LT 13 BLK 1,DOCTOR CARVER,4115 W 56 PL S,CITY OF TULSA,,"6,800",R,219.97,318.00,,25,"PDF page 25, property #168"
169,11575-03-35-03730,Unknown,LT 8  BLK 3,DOLLIE-MAC ADDN,7350 E NEWTON ST N,CITY OF TULSA,,"7,200",R IMP,"5,516.78",348.00,,25,"PDF page 25, property #169"
170,11575-03-35-04690,Unknown,LT 8  BLK 6,DOLLIE-MAC ADDN,7320 E LATIMER PL N,CITY OF TULSA,,"7,440",R HS IMP,"5,182.52",316.50,,26,"PDF page 26, property #170"
171,11600-93-30-07650,Unknown,LT 3  BLK 2,DON-LEE,1426 E 42 ST S,CITY OF TULSA,,"7,040",R IMP,"5,893.97",379.50,,26,"PDF page 26, property #171"
172,11775-02-36-04090,Unknown,LTS 1 & 2 & E10 LT 3 & N7.5 VAC ALLEY ADJ ON S BLK 3,DOUGLAS PLACE ADDN,1174 N FRANKFORT AV E,CITY OF TULSA,,"8,343",R HS IMP,"2,856.67",348.00,,26,"PDF page 26, property #172"
173,11825-02-25-06380,Unknown,N 50 LT 7 BLK 2 DUNBAR ADDN,1619 N GREENWOOD AV,E,CITY OF TULSA,,"7,000",R IMP,"2,353.10",316.50,,26,"PDF page 26, property #173"
174,12025-93-06-03590,Unknown,E70 LT 1 BLK 2,EAST LYNN ADDN,620 S QUINCY AV E,CITY OF TULSA,,"2,842",R IMP,"1,989.13",332.25,,26,"PDF page 26, property #174"
175,12025-93-06-03640,Unknown,LT 6  BLK 2,EAST LYNN ADDN,640 S QUINCY AV E,CITY OF TULSA,,"6,500",R HS IMP,"2,339.22",363.75,,26,"PDF page 26, property #175"
176,12060-94-08-20510,Unknown,LT 15 BLK 1,EAST PORT ADDN,12217 E 13 PL S,CITY OF TULSA,,"7,188",R HS IMP,"5,185.69",363.75,,26,"PDF page 26, property #176"
177,12135-94-16-28330,Unknown,LT 15 BLK 8,EASTLAND ACRES,2479 S 141 AV E,CITY OF TULSA,,"9,271",R IMP,"8,623.12",363.75,,27,"PDF page 27, property #177"
178,12135-94-16-28390,Unknown,LT 21 BLK 8,EASTLAND ACRES,14123 E 24 PL S,CITY OF TULSA,,"7,788",R IMP,"8,518.48",474.00,,27,"PDF page 27, property #178"
179,12142-94-16-48520,Unknown,LT 17 BLK 6 EASTLAND ACRES II RESUB L12-14 B1 EASTLAND,ACRES EXT,13847 E 29 PL S,CITY OF TULSA,,"10,403",R IMP,"12,059.12",175.75,,27,"PDF page 27, property #179"
180,12145-94-09-42810,Unknown,LT 9 BLK 5,EASTLAND PARK,1532 S 140 AV E,CITY OF TULSA,,"6,900",R IMP,"7,605.90",348.00,,27,"PDF page 27, property #180"
181,12145-94-09-44920,Unknown,LT 8 BLK 13,EASTLAND PARK,1733 S 141 AV E,CITY OF TULSA,,"6,900",R IMP,"7,033.29",332.25,,27,"PDF page 27, property #181"
182,12150-93-11-01280,Unknown,LT 11 BLK 7,EASTMOOR PARK,7519 E 13 ST S,CITY OF TULSA,,"6,650",R IMP,"5,222.14",316.50,,27,"PDF page 27, property #182"
183,12150-93-11-01290,Unknown,LT 12 BLK 7,EASTMOOR PARK,ADDRESS UNKNOWN,CITY OF TULSA,,"6,650",R,161.98,270.75,,27,"PDF page 27, property #183"
184,12150-93-11-02290,Unknown,LT 1 BLK 14,EASTMOOR PARK,ADDRESS UNKNOWN,CITY OF TULSA,,"6,783",R,161.31,270.75,,28,"PDF page 28, property #184"
185,12175-92-03-02290,Unknown,LT 1 BLK 11,EASTON HGTS ADDN,3034 W CAMERON ST N,CITY OF TULSA,,"9,125",R IMP,"3,366.33",316.50,,28,"PDF page 28, property #185"
186,12210-94-16-41680,Unknown,LT 19 BLK 2,EASTPARK,13322 E 28 ST S,CITY OF TULSA,,"6,820",R IMP,"6,862.64",316.50,,28,"PDF page 28, property #186"
187,12375-92-04-01560,Unknown,LT 2 BLK 1,EDISON ROAD 2ND ADDN,530 N 42 AV W,CITY OF TULSA,,"11,232",R IMP,"5,786.08",783.75,,28,"PDF page 28, property #187"
188,12425-92-04-02590,Unknown,LT 13 BLK 7,EDISON ROAD IV ADDN,137 N 44 AV W,CITY OF TULSA,,"11,745",R IMP,"6,690.66",348.00,,28,"PDF page 28, property #188"
189,12600-03-28-01150,Unknown,LT 9 BLK 4,EL BRAD,2434 N PITTSBURG AV E,CITY OF TULSA,,"7,380",R,740.59,333.75,,28,"PDF page 28, property #189"
190,12625-93-14-07980,Unknown,LT 12 BLK 2,ELDORADO MANOR ADDN AMD,7208 E 28 PL S,CITY OF TULSA,,"8,400",R HS IMP,"12,448.75",348.00,,28,"PDF page 28, property #190"
191,12800-03-33-01320,Unknown,LT 16 BLK 1,ELGIN HGTS,4725 E LATIMER PL N,CITY OF TULSA,,"7,700",R IMP,"2,953.70",316.50,,29,"PDF page 29, property #191"
192,12875-94-08-06230,Unknown,W1/2 LT 2 BLK 9 LESS S25 FOR ST,ELM HURST,11804 E 14 ST S,CITY OF TULSA,,"28,454",R IMP,"4,378.60",316.50,,29,"PDF page 29, property #192"
193,13100-02-26-00290,Unknown,LT 3 BLK 1,ELMWOOD ADDN,1522 N CHEYENNE AV W,CITY OF TULSA,,"7,901",R IMP,"1,671.83",332.25,,29,"PDF page 29, property #193"
194,13125-02-25-08280,Unknown,LT 11 BLK 1,EMERSON ADDN,2522 N OWASSO AV E,CITY OF TULSA,,"6,750",R IMP,"1,825.15",348.00,,29,"PDF page 29, property #194"
195,13125-02-25-08400,Unknown,LT 23 BLK 1,EMERSON ADDN,2557 N NORFOLK AV E,CITY OF TULSA,,"6,750",R,293.30,333.75,,29,"PDF page 29, property #195"
196,13150-02-25-08750,Unknown,LT 16 BLK 1,EMERSON 2ND ADDN,1027 E ZION CT N,CITY OF TULSA,,"6,800",R,439.95,302.25,,29,"PDF page 29, property #196"
197,13200-02-26-00860,Unknown,LT 9 BLK 2,ENGLEWOOD ADDN,1516 N MAIN ST W,CITY OF TULSA,,"6,950",R HS IMP,"3,541.13",348.00,,29,"PDF page 29, property #197"
198,13775-02-12-00560,Unknown,LT 31 BLK 1,FAIRHILL ADDN,784 E 48 ST N,CITY OF TULSA,,"18,862",R,337.29,333.75,,30,"PDF page 30, property #198"
199,13775-02-12-00780,Unknown,LT 5 BLK 2,FAIRHILL ADDN,4946 N JOHNSTOWN AV E,CITY OF TULSA,,"12,530",R IMP,"1,697.16",316.50,,30,"PDF page 30, property #199"
200,13775-02-12-01430,Unknown,LT 23  BLK 4,FAIRHILL ADDN,4615 N HARTFORD AV E,CITY OF TULSA,,"11,400",R IMP,"4,839.51",348.00,,30,"PDF page 30, property #200"
201,13775-02-12-01490,Unknown,LT 29 LESS BEG NEC W20 SELY ON STR LINE TO SECR N60 POB BLK 4,FAIRHILL ADDN,4641 N HARTFORD AV E,CITY OF TULSA,,"10,800",R IMP,"3,989.60",332.25,,30,"PDF page 30, property #201"
202,13800-02-12-02160,Unknown,LT 9 BLK 7,FAIRHILL 2ND ADDN,4726 N FRANKFORT AV E,CITY OF TULSA,,"11,475",R HS IMP,"3,086.51",332.25,,30,"PDF page 30, property #202"
203,13850-93-05-10530,Unknown,LT 14 BLK 1,FAIRMONT ADDN,2605 E ADMIRAL CT N,CITY OF TULSA,,"5,625",R HS IMP,"5,358.29",363.75,,30,"PDF page 30, property #203"
204,13850-93-05-10570,Unknown,LT 18 BLK 1,FAIRMONT ADDN,2621 E ADMIRAL CT N,CITY OF TULSA,,"6,250",R IMP,"1,759.82",348.00,,30,"PDF page 30, property #204"
205,13850-93-05-10690,Unknown,LT 6 BLK 2,FAIRMONT ADDN,2526 E ARCHER ST N,CITY OF TULSA,,"6,250",R IMP,"2,323.10",348.00,,31,"PDF page 31, property #205"
206,14175-03-33-02850,Unknown,LT 12 BLK 12,FEDERAL HGTS SECOND ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"7,000",R,70.34,270.75,,31,"PDF page 31, property #206"
207,14175-03-33-03080,Unknown,LT 12 BLK 14,FEDERAL HGTS SECOND ADDN,704 N OSWEGO AV E,CITY OF TULSA,,"7,000",R HS IMP,"2,939.89",379.50,,31,"PDF page 31, property #207"
208,14175-03-33-03800,Unknown,ALL OF LT 26 & S 25 OF LT 27 BLK 17,FEDERAL HGTS SECOND ADDN,131 N MARION AV E,CITY OF TULSA,,"10,500",R IMP,"7,064.62",348.00,,31,"PDF page 31, property #208"
209,14625-93-12-00820,Unknown,LT 14 BLK 3,FOREST ACRES,1228 S 83 AV E,CITY OF TULSA,,"47,005",R IMP,"5,972.06",379.50,,31,"PDF page 31, property #209"
210,14625-93-12-01220,Unknown,S/2 LT 4 BLK 5,FOREST ACRES,1240 S 89 AV E,CITY OF TULSA,,"50,643",R HS IMP,"13,422.53",332.25,,31,"PDF page 31, property #210"
211,14725-93-18-01710,Unknown,LT 6 BLK 6,FOREST HILLS,2138 E 27 ST S,CITY OF TULSA,,"12,702",R IMP,"48,138.41",363.75,,31,"PDF page 31, property #211"
212,14875-93-19-04520,Unknown,LT 3 BLK 6,FOREST RIDGE ADDN AMD SUB B5 & W/2 B6,3913 S ST LOUIS AV E,CITY OF TULSA,,"8,960",R,"8,799.12",412.50,,32,"PDF page 32, property #212"
213,14900-93-19-04650,Unknown,LT 16 BLK 6,FOREST RIDGE ADDN SUB E/2 B6,3912 S TRENTON AV E,CITY OF TULSA,,"10,434",R,"27,863.88",444.00,,32,"PDF page 32, property #213"
214,15125-03-33-05670,Unknown,LT 19 BLK 2,FRANCISCAN ADDN,1433 N TOLEDO AV E,CITY OF TULSA,,"7,261",R IMP,"4,159.58",332.25,,32,"PDF page 32, property #214"
215,15275-03-19-03690,Unknown,LT-3-BLK-1,FRED THOMPSON ADDN,2164 E 29 ST N,CITY OF TULSA,,"7,290",R IMP,"1,981.13",300.75,,32,"PDF page 32, property #215"
216,15275-03-19-03700,Unknown,LT 4 BLK 1,FRED THOMPSON ADDN,2160 E 29 ST N,CITY OF TULSA,,"7,290",R HS IMP,"2,502.36",316.50,,32,"PDF page 32, property #216"
217,15275-03-19-03980,Unknown,LT 10 BLK 2,FRED THOMPSON ADDN,2819 N YORKTOWN AV E,CITY OF TULSA,,"7,020",R IMP,"1,131.88",332.25,,32,"PDF page 32, property #217"
218,15275-03-19-03990,Unknown,LT 1 BLK 3,FRED THOMPSON ADDN,2720 N YORKTOWN PL E,CITY OF TULSA,,"7,020",R IMP,"2,400.42",332.25,,32,"PDF page 32, property #218"
219,15275-03-19-04060,Unknown,LT 8 BLK 3,FRED THOMPSON ADDN,2711 N YORKTOWN AV E,CITY OF TULSA,,"7,020",R IMP,887.07,332.25,,33,"PDF page 33, property #219"
220,15275-03-19-04110,Unknown,LT 3 BLK 4,FRED THOMPSON ADDN,2636 N YORKTOWN PL E,CITY OF TULSA,,"7,020",R HS IMP,"1,887.14",316.50,,33,"PDF page 33, property #220"
221,15500-03-32-04170,Unknown,LT 3 BLK 3,FRIENDLY HOMES ADDN,1434 N BIRMINGHAM PL E,CITY OF TULSA,,"7,200",R IMP,"2,438.58",316.50,,33,"PDF page 33, property #221"
222,15500-03-32-04550,Unknown,LT 9 BLK 5,FRIENDLY HOMES ADDN,2717 E OKLAHOMA ST N,CITY OF TULSA,,"7,416",R IMP,"2,970.36",316.50,,33,"PDF page 33, property #222"
223,15500-03-32-04800,Unknown,LT 4 BLK 7,FRIENDLY HOMES ADDN,1313 N DELAWARE AV E,CITY OF TULSA,,"7,200",R HS IMP,"3,267.45",332.25,,33,"PDF page 33, property #223"
224,15525-02-36-07930,Unknown,LT 36 BLK 1,FRISCO ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"3,250",R,109.98,270.75,,33,"PDF page 33, property #224"
225,15525-02-36-08330,Unknown,LTS 13 & 14 BLK 3,FRISCO ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"6,500",R,95.32,286.50,,33,"PDF page 33, property #225"
226,15525-02-36-08340,Unknown,LTS 15 & 16 BLK 3,FRISCO ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"6,500",R,95.32,286.50,,34,"PDF page 34, property #226"
227,15525-02-36-08630,Unknown,N 5 OF W 10 OF S 70 LT 24 & N 5 OF S 70 LTS 25 & 26 BLK 4,FRISCO ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,300,R,14.66,302.25,,34,"PDF page 34, property #227"
228,15525-02-36-09090,Unknown,LTS 13 14 BLK 6,FRISCO ADDN,1018 E HASKELL ST N,CITY OF TULSA,,"6,500",R IMP,425.29,395.25,,34,"PDF page 34, property #228"
229,15809-03-30-31010,Unknown,"LT 2 LESS BEG 83.41N & 214.52E & 150N SWC LT 2 TH N137.55 W220.75 CRV RT137.64 E216 POB & LESS S75.78 BLK 1 GATEWAY PLAZA RSB PT HUNTER PT BROADVIEW PT T DICKSON 1601 N PEORIA AV E CITY OF TULSA 229,861 C STRUCTURE REMOVED 13,974.18 332.25 230 15875-02-25-09420 S 51.12 LT 4 BLK 1",GENTRY 2ND ADDN,2431 N LANSING AV E,CITY OF TULSA,,"10,816",R IMP,"5,709.25",348.00,,34,"PDF page 34, property #229"
231,15875-02-25-09630,Unknown,LT 6 BLK 2,GENTRY 2ND ADDN,2506 N LANSING AV E,CITY OF TULSA,,"18,450",R,513.28,302.25,,34,"PDF page 34, property #231"
232,15875-02-25-09650,Unknown,LT 8 BLK 2,GENTRY 2ND ADDN,2518 N LANSING AV E,CITY OF TULSA,,"17,280",R,146.65,349.50,,35,"PDF page 35, property #232"
233,16050-93-06-08040,Unknown,W.80' OF LT 19 BLK 12,GILLETTE-HALL ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"4,000",R,312.63,270.75,,35,"PDF page 35, property #233"
234,16050-93-06-08050,Unknown,E.60' OF LT 19 BLK 12,GILLETTE-HALL ADDN,1810 E 2 ST S,CITY OF TULSA,,"3,000",R IMP,"3,179.68",332.25,,35,"PDF page 35, property #234"
235,16250-92-05-00370,Unknown,S35 W1/2 LT 2 BLK 1,GLEN ACRES SUB-WEKIWA,409 S 54 AV W,CITY OF TULSA,,"5,250",R IMP,"1,782.48",316.50,,35,"PDF page 35, property #235"
236,16250-92-05-00560,Unknown,S 42 E 140 OF LT 1 BLK 2,GLEN ACRES SUB-WEKIWA,408 S 54 AV W,CITY OF TULSA,,"5,880",R IMP,"2,211.77",363.75,,35,"PDF page 35, property #236"
237,16250-92-05-00670,Unknown,S/2 W/2 OF LT 3 BLK 2,GLEN ACRES SUB-WEKIWA,417 S 55 AV W,CITY OF TULSA,,"9,450",R IMP,"1,417.19",332.25,,35,"PDF page 35, property #237"
238,16250-92-05-01100,Unknown,LT 6 BLK 5,GLEN ACRES SUB-WEKIWA,426 S 55 AV W,CITY OF TULSA,,"7,500",R IMP,"3,012.36",363.75,,35,"PDF page 35, property #238"
239,16275-92-05-01670,Unknown,LT 20,GLEN ACRES SUB REV B7-WEKIWA,501 S 57 AV W,CITY OF TULSA,,"6,500",R HS IMP,"4,022.90",316.50,,36,"PDF page 36, property #239"
240,16375-93-03-04910,Unknown,LT 3 BLK 2,GLENHAVEN & GLENHAVEN AMD RESUB,574 S MAPLEWOOD AV E,CITY OF TULSA,,"11,985",R IMP,"5,550.11",332.25,,36,"PDF page 36, property #240"
241,16375-93-03-05080,Unknown,LT 10 BLK 3,GLENHAVEN & GLENHAVEN AMD RESUB,5939 E 7 ST S,CITY OF TULSA,,"11,775",R IMP,"7,071.29",332.25,,36,"PDF page 36, property #241"
242,16425-92-25-04510,Unknown,LT 2 BLK 10,GRACE ELLEN HGTS PRT TR B ANNIE MAY GRANT,308 E 46 ST S,CITY OF TULSA,,"8,008",R IMP,"11,003.56",316.50,,36,"PDF page 36, property #242"
243,16650-93-15-09350,Unknown,LT 16 BLK 3,GRANDVIEW MANOR ADDN,5309 E 29 ST S,CITY OF TULSA,,"8,000",R HS IMP,"14,302.10",348.00,,36,"PDF page 36, property #243"
244,16975-93-03-05840,Unknown,LTS 10 & 11 LESS S30 THEREOF FOR STREET BLK 1,GREENLAWN,5931 E ADMIRAL PL N,CITY OF TULSA,,"54,000",C IMP,"29,265.07",332.25,,36,"PDF page 36, property #244"
245,16975-93-03-05860,Unknown,LT 12 LESS BEG NEC TH S300 W100 N30 E75 N270 E25 POB BLK 1,GREENLAWN,5935 E ADMIRAL PL N,CITY OF TULSA,,"20,250",C IMP,"18,463.48",332.25,,36,"PDF page 36, property #245"
246,17025-02-36-11950,Unknown,LT 16 & S7.5 VAC ALLEY ADJ TO NL LT 16 BLK 10,GREENWOOD ADDN,515 E MARSHALL ST N,CITY OF TULSA,,"6,900",R IMP,"2,377.09",348.00,,37,"PDF page 37, property #246"
247,17025-02-36-12170,Unknown,W 6 1/2 LT 11 ALL LT 12 BLK 11,GREENWOOD ADDN,1173 N FRANKFORT AV E,CITY OF TULSA,,"7,410",R IMP,"4,974.16",316.50,,37,"PDF page 37, property #247"
248,17600-93-17-04200,Unknown,LT 30 BLK 2 HARTER'S FOURTH RESUB L1-20 B1 HARTER'S THIRD,RESUB,2742 E 22 PL S,CITY OF TULSA,,"7,000",R IMP,"15,921.14",316.50,,37,"PDF page 37, property #248"
249,17675-02-24-06900,Unknown,LT 2 BLK 3,HARTFORD HILLS ADDN,818 E 32 PL N,CITY OF TULSA,,"8,880",R,586.60,381.00,,37,"PDF page 37, property #249"
250,17675-02-24-07550,Unknown,LT 34 BLK 4,HARTFORD HILLS ADDN,3179 N IROQUOIS AV E,CITY OF TULSA,,"7,200",R IMP,"4,023.59",316.50,,37,"PDF page 37, property #250"
251,17675-02-24-07570,Unknown,LT 36 BLK 4,HARTFORD HILLS ADDN,750 E 32 PL N,CITY OF TULSA,,"7,800",R IMP,"3,310.33",332.25,,37,"PDF page 37, property #251"
252,17675-02-24-08030,Unknown,LT 13 BLK 6,HARTFORD HILLS ADDN,3130 N HARTFORD PL E,CITY OF TULSA,,"7,140",R IMP,"3,311.00",332.25,,37,"PDF page 37, property #252"
253,17850-92-13-00343,Unknown,PRT LT 1 BEG 20.8E SWC LT 1 TH NW169.40 E287.29 S143.34 W197.01 POB BLK 1,HARWELDEN RESUB B4 RIVERSIDE DRIVE ADDN,W WOODWARD BV S,CITY OF TULSA,,"34,710",C,"13,794.63",286.50,,38,"PDF page 38, property #253"
254,17900-02-24-08320,Unknown,LOT 1 BLK 2,JACK HAWKINS ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"8,064",R,146.65,286.50,,38,"PDF page 38, property #254"
255,17925-92-04-03240,Unknown,LOT 17 BLK 2,HAYDEN-LEWIS ADDN,319 S 43 AV W,CITY OF TULSA,,"8,400",R IMP,"5,748.75",363.75,,38,"PDF page 38, property #255"
256,17925-92-04-03330,Unknown,LOT 6 BLK 3,HAYDEN-LEWIS ADDN,330 S 43 AV W,CITY OF TULSA,,"8,400",R HS IMP,"3,745.62",316.50,,38,"PDF page 38, property #256"
